,pickup_year,pickup_month,pickup_day,pickup_dayofweek,pickup_time,pickup_location_code,dropoff_location_code,trip_distance,trip_length,fare_amount,fees_amount,tolls_amount,tip_amount,total_amount,payment_type
239,2016,1,1,5,4,3,4,12.52,1431,35.50,0.80,5.54,0.00,41.84,2
240,2016,1,1,5,4,2,1,13.90,2320,42.50,0.80,0.00,0.00,43.30,2
241,2016,1,1,5,4,4,2,20.50,2043,52.00,0.80,5.54,5.00,63.34,1
242,2016,1,1,5,4,2,4,20.60,2279,52.00,0.80,5.54,0.00,58.34,2
243,2016,1,1,5,4,4,2,16.68,1525,52.00,0.80,5.54,0.00,58.34,2
244,2016,1,1,5,4,2,4,20.20,2437,52.00,0.80,5.54,11.65,69.99,1
245,2016,1,1,5,4,3,1,10.60,1589,32.50,1.80,0.00,6.85,41.15,1
246,2016,1,1,5,4,4,2,17.33,1456,52.00,0.80,5.54,0.00,58.34,2
247,2016,1,1,5,4,3,6,3.34,944,13.50,0.80,0.00,3.58,17.88,1
248,2016,1,1,5,4,3,1,9.81,1588,30.50,0.80,0.00,0.00,31.30,2
249,2016,1,1,5,4,2,4,19.30,2370,52.00,0.80,5.54,10.00,68.34,1
250,2016,1,1,5,4,3,1,7.62,853,22.00,0.80,0.00,3.00,25.80,1
251,2016,1,1,5,4,2,4,19.08,2363,52.00,0.80,5.54,7.00,65.34,1
252,2016,1,1,5,4,3,4,11.50,1628,34.50,0.80,5.54,8.15,48.99,1
253,2016,1,1,5,4,2,4,16.63,2235,52.00,0.80,5.54,0.00,58.34,2
254,2016,1,1,5,4,2,4,17.60,2497,52.00,0.80,5.54,0.00,58.34,2
255,2016,1,1,5,4,2,1,10.79,1588,32.00,0.80,0.00,0.00,32.80,2
256,2016,1,1,5,4,2,4,17.30,2236,52.00,0.80,0.00,10.55,63.35,1
257,2016,1,1,5,4,3,4,9.20,1274,28.00,1.80,5.54,0.00,35.34,2
258,2016,1,1,5,4,2,4,20.26,2354,52.00,0.80,5.54,11.67,70.01,1
259,2016,1,1,5,4,2,6,5.15,974,18.50,0.80,0.00,0.00,19.30,2
260,2016,1,1,5,4,3,6,5.73,708,17.50,0.80,0.00,0.00,18.30,2
261,2016,1,1,5,4,3,6,4.36,767,14.50,0.80,0.00,3.06,18.36,1
262,2016,1,1,5,4,4,3,8.21,852,23.50,0.80,5.54,5.97,35.81,1
263,2016,1,1,5,4,4,2,19.52,1719,52.00,0.80,5.54,0.00,58.34,2
264,2016,1,1,5,4,3,0,12.70,1213,35.50,0.80,5.54,8.36,50.20,1
265,2016,1,1,5,4,3,1,10.17,1271,30.00,0.80,0.00,0.00,30.80,2
266,2016,1,1,5,4,2,4,20.86,2530,52.00,0.80,5.54,5.00,63.34,1
267,2016,1,1,5,4,3,1,8.57,1422,26.50,0.80,0.00,5.46,32.76,1
268,2016,1,1,5,4,3,4,13.65,1401,37.50,0.80,5.54,0.00,43.84,2
269,2016,1,1,5,4,2,4,20.75,2196,52.00,0.80,5.54,10.00,68.34,1
270,2016,1,1,5,4,4,2,16.60,1459,52.00,0.80,5.54,11.65,69.99,1
271,2016,1,1,5,4,3,4,7.18,943,22.00,0.80,5.54,0.00,28.34,2
272,2016,1,1,5,4,3,4,9.90,1479,30.50,1.30,5.54,0.00,37.34,2
273,2016,1,1,5,4,3,4,9.76,1002,27.50,0.80,5.54,6.77,40.61,1
274,2016,1,1,5,4,2,4,16.90,1439,52.00,0.80,5.54,11.65,69.99,1
275,2016,1,1,5,4,2,6,15.90,2370,44.50,1.80,0.00,0.00,46.30,2
276,2016,1,1,5,5,2,4,19.47,1842,52.00,0.80,5.54,0.00,58.34,2
277,2016,1,1,5,5,2,4,20.03,2039,52.00,0.80,0.00,10.56,63.36,1
278,2016,1,1,5,5,2,4,16.04,1397,52.00,0.80,5.54,17.50,75.84,1
279,2016,1,1,5,5,2,4,18.10,1849,52.00,0.80,11.08,6.00,69.88,1
280,2016,1,1,5,5,3,4,9.07,1237,27.00,1.30,5.54,6.77,40.61,1
281,2016,1,1,5,5,2,4,18.02,2439,52.00,0.80,0.00,9.00,61.80,1
282,2016,1,1,5,5,2,4,19.88,1830,52.00,0.80,5.54,11.67,70.01,1
283,2016,1,1,5,5,2,4,17.80,1634,52.00,0.80,5.54,14.58,72.92,1
284,2016,1,1,5,5,2,4,18.05,2286,52.00,0.80,0.00,0.00,52.80,2
285,2016,1,1,5,5,3,1,6.79,857,20.50,1.30,0.00,0.00,21.80,2
286,2016,1,1,5,5,3,6,8.81,868,25.00,1.30,0.00,0.00,26.30,2
287,2016,1,1,5,5,2,1,11.00,1628,32.50,1.30,0.00,4.50,38.30,1
288,2016,1,1,5,5,2,4,17.30,1828,52.00,0.80,5.54,0.00,58.34,2
289,2016,1,1,5,5,2,4,17.41,1541,52.00,0.80,5.54,5.00,63.34,1
290,2016,1,1,5,5,3,1,7.60,1036,23.00,1.30,0.00,0.00,24.30,2
291,2016,1,1,5,5,2,4,20.38,2079,52.00,0.80,5.54,11.67,70.01,1
292,2016,1,1,5,5,3,6,2.30,459,9.50,1.30,0.00,0.00,10.80,2
293,2016,1,1,5,5,2,4,18.50,1722,52.00,0.80,5.54,11.65,69.99,1
294,2016,1,1,5,5,3,1,15.63,1385,43.00,1.30,0.00,0.00,44.30,2
295,2016,1,1,5,5,3,4,8.30,1136,25.00,1.30,5.54,6.35,38.19,1
296,2016,1,1,5,5,3,4,9.63,1216,28.50,1.30,5.54,7.07,42.41,1
297,2016,1,1,5,5,4,2,15.90,1501,52.00,0.80,5.54,0.00,58.34,2
298,2016,1,1,5,5,2,4,18.63,2123,52.00,0.80,5.54,6.00,64.34,1
299,2016,1,1,5,5,2,4,21.43,2989,52.00,0.80,0.00,13.20,66.00,1
300,2016,1,1,5,5,3,1,7.94,961,23.50,1.30,0.00,4.96,29.76,1
301,2016,1,1,5,5,2,1,20.31,1661,54.00,1.30,0.00,13.82,69.12,1
302,2016,1,1,5,5,2,4,18.60,2460,52.00,0.80,0.00,0.00,52.80,2
303,2016,1,1,5,5,3,4,7.94,1134,24.00,1.30,5.54,6.17,37.01,1
304,2016,1,1,5,5,3,4,9.06,1274,28.00,1.30,5.54,6.97,41.81,1
305,2016,1,1,5,5,3,4,11.72,1850,37.00,1.30,5.54,10.96,54.80,1
306,2016,1,1,5,5,3,4,11.27,1415,33.00,1.30,5.54,5.60,45.44,1
307,2016,1,1,5,5,3,1,8.00,1265,26.00,1.30,0.00,5.45,32.75,1
308,2016,1,1,5,5,2,6,21.07,2211,52.00,0.80,0.00,0.00,52.80,2
309,2016,1,1,5,5,2,2,0.63,192,4.50,1.30,0.00,1.16,6.96,1
310,2016,1,1,5,5,2,4,18.08,1611,52.00,0.80,5.54,10.00,68.34,1
311,2016,1,1,5,5,2,1,13.76,2142,41.00,1.30,0.00,8.46,50.76,1
312,2016,1,1,5,5,3,1,9.84,1346,29.00,1.30,0.00,0.00,30.30,2
313,2016,1,1,5,5,2,6,7.22,988,22.00,1.30,0.00,3.00,26.30,1
314,2016,1,1,5,5,3,4,8.20,832,23.00,1.30,5.54,5.95,35.79,1
315,2016,1,1,5,5,3,4,10.10,1132,29.00,1.30,5.54,0.00,35.84,2
316,2016,1,1,5,5,3,4,12.70,1427,36.00,1.30,0.00,7.45,44.75,1
317,2016,1,1,5,5,2,1,10.20,1721,33.00,1.30,0.00,0.00,34.30,2
318,2016,1,1,5,5,3,4,9.81,1126,28.00,1.30,5.54,6.97,41.81,1
319,2016,1,1,5,5,3,4,10.14,1490,31.00,1.30,5.54,7.57,45.41,1
320,2016,1,1,5,5,2,1,20.72,1991,56.00,1.30,0.00,11.46,68.76,1
321,2016,1,1,5,5,2,1,16.16,1466,44.00,1.30,0.00,13.59,58.89,1
322,2016,1,1,5,5,3,6,3.73,691,13.50,1.30,0.00,0.00,14.80,2
323,2016,1,1,5,5,3,4,10.32,1482,31.00,1.30,0.00,5.00,37.30,1
324,2016,1,1,5,5,3,4,12.90,1345,36.00,1.30,0.00,11.15,48.45,1
325,2016,1,1,5,5,2,4,17.35,1740,52.00,0.80,5.54,0.00,58.34,2
326,2016,1,1,5,5,3,6,3.07,389,10.50,1.30,0.00,0.00,11.80,2
327,2016,1,1,5,5,2,4,17.80,1736,52.00,0.80,5.54,14.58,72.92,1
328,2016,1,1,5,5,3,6,3.03,828,12.00,1.30,0.00,3.99,17.29,1
329,2016,1,1,5,5,2,1,15.12,1615,42.00,1.30,0.00,8.66,51.96,1
330,2016,1,1,5,5,2,4,18.80,1731,52.00,0.80,5.54,10.00,68.34,1
331,2016,1,1,5,5,2,1,16.78,1929,47.00,1.30,0.00,0.00,48.30,2
332,2016,1,1,5,5,2,4,21.77,2370,52.00,0.80,5.54,10.56,68.90,1
333,2016,1,1,5,5,2,4,20.00,1929,52.00,0.80,0.00,0.00,52.80,2
334,2016,1,1,5,5,3,1,12.13,1144,34.00,1.30,0.00,5.30,40.60,1
335,2016,1,1,5,5,2,1,16.57,1795,46.00,1.30,0.00,9.46,56.76,1
336,2016,1,1,5,5,3,6,3.32,418,11.00,1.30,0.00,3.69,15.99,1
337,2016,1,1,5,5,2,1,8.30,946,24.50,1.30,0.00,0.00,25.80,2
338,2016,1,1,5,5,2,4,20.75,1897,52.00,0.80,0.00,13.20,66.00,1
339,2016,1,1,5,5,2,1,17.44,1705,47.50,1.30,0.00,5.00,53.80,1
340,2016,1,1,5,5,3,4,6.90,764,20.50,1.30,5.54,0.00,27.34,2
341,2016,1,1,5,5,2,1,21.33,2140,58.00,1.30,0.00,11.86,71.16,1
342,2016,1,1,5,5,2,4,20.90,2226,52.00,0.80,5.54,11.67,70.01,1
343,2016,1,1,5,5,3,4,9.73,1436,29.50,1.30,5.54,7.27,43.61,1
344,2016,1,1,5,5,2,4,18.30,1685,52.00,0.80,5.54,11.67,70.01,1
345,2016,1,1,5,5,3,1,10.70,1402,31.50,1.30,0.00,4.50,37.30,1
346,2016,1,1,5,5,2,4,18.70,1806,52.00,0.80,5.54,11.65,69.99,1
347,2016,1,1,5,5,3,4,10.40,1203,29.50,1.30,0.00,0.00,30.80,2
348,2016,1,1,5,5,3,1,10.00,1117,28.50,1.30,0.00,7.45,37.25,1
349,2016,1,1,5,5,2,6,5.44,913,18.00,1.30,0.00,0.00,19.30,1
350,2016,1,1,5,5,3,4,10.62,1312,30.50,1.30,5.54,7.47,44.81,1
351,2016,1,1,5,5,3,1,7.02,740,20.50,1.30,0.00,2.50,24.30,1
352,2016,1,1,5,5,2,4,19.20,1812,52.00,0.80,5.54,14.55,72.89,1
353,2016,1,1,5,5,3,1,12.90,1185,35.50,1.30,0.00,7.35,44.15,1
354,2016,1,1,5,5,3,1,10.60,1291,31.00,1.30,0.00,4.00,36.30,1
355,2016,1,1,5,5,2,7,22.78,1821,60.50,1.30,11.08,0.00,72.88,2
356,2016,1,1,5,5,3,6,4.50,759,14.50,1.30,0.00,0.00,15.80,2
357,2016,1,1,5,5,2,2,1.46,406,7.00,1.30,0.00,0.00,8.30,2
358,2016,1,1,5,5,3,0,10.26,1047,28.50,1.30,0.00,0.00,29.80,2
359,2016,1,1,5,5,3,4,9.80,908,27.50,1.30,5.54,6.87,41.21,1
360,2016,1,1,5,5,3,4,10.79,1442,31.50,1.30,5.54,7.67,46.01,1
361,2016,1,1,5,5,3,4,10.55,1325,31.00,1.30,0.00,6.46,38.76,1
362,2016,1,1,5,5,2,4,18.30,1745,52.00,0.80,5.54,7.00,65.34,1
363,2016,1,1,5,5,2,6,5.82,570,17.50,1.30,0.00,0.00,18.80,2
364,2016,1,1,5,5,2,4,17.70,1538,52.00,0.80,5.54,11.65,69.99,1
365,2016,1,1,5,5,2,6,9.64,1112,27.50,1.30,0.00,7.20,36.00,1
366,2016,1,1,5,5,2,4,19.30,2060,52.00,0.80,5.54,10.00,68.34,1
367,2016,1,2,6,0,2,4,19.91,1583,52.00,0.80,0.00,10.56,63.36,1
368,2016,1,2,6,0,3,4,9.65,957,27.50,1.30,0.00,0.00,28.80,1
369,2016,1,2,6,0,3,1,13.33,1336,37.00,1.30,0.00,7.66,45.96,1
370,2016,1,2,6,0,2,6,10.40,1448,30.50,1.30,0.00,0.00,31.80,2
371,2016,1,2,6,0,2,6,8.71,838,24.50,1.30,0.00,0.00,25.80,2
372,2016,1,2,6,0,2,0,26.29,1935,68.50,1.30,5.54,0.00,75.34,2
373,2016,1,2,6,0,2,1,16.40,1798,46.50,1.30,0.00,9.56,57.36,1
374,2016,1,2,6,0,2,4,18.32,1702,52.00,0.80,5.54,5.00,63.34,1
375,2016,1,2,6,0,2,4,16.60,1385,52.00,0.80,0.00,10.55,63.35,1
376,2016,1,2,6,0,2,6,13.40,1216,36.50,1.30,0.00,3.00,40.80,1
377,2016,1,2,6,0,2,1,16.21,1378,43.50,1.30,0.00,7.00,51.80,1
378,2016,1,2,6,0,2,4,21.94,1915,52.00,0.80,0.00,0.00,52.80,2
379,2016,1,2,6,0,2,4,18.12,1764,52.00,0.80,5.54,0.00,58.34,2
380,2016,1,2,6,0,2,4,18.00,1509,52.00,0.80,5.54,12.00,70.34,1
381,2016,1,2,6,0,4,3,13.40,1314,38.00,1.30,0.00,0.00,39.30,2
382,2016,1,2,6,0,3,4,9.50,1022,27.00,1.30,5.54,6.75,40.59,1
383,2016,1,2,6,0,2,1,11.94,1825,35.50,1.30,0.00,7.36,44.16,1
384,2016,1,2,6,0,4,3,10.93,1470,31.50,1.30,0.00,0.00,32.80,2
385,2016,1,2,6,0,4,2,19.19,1916,52.00,0.80,0.00,0.00,52.80,2
386,2016,1,2,6,0,4,2,19.90,1705,52.00,0.80,5.54,11.66,70.00,1
387,2016,1,2,6,0,4,2,17.70,1481,52.00,0.80,5.54,0.00,58.34,1
388,2016,1,2,6,0,4,2,18.20,1626,52.00,0.80,0.00,0.00,52.80,2
389,2016,1,2,6,1,4,3,13.30,1182,37.00,1.30,0.00,7.65,45.95,1
390,2016,1,2,6,1,4,2,17.52,1441,52.00,0.80,5.54,11.67,70.01,1
391,2016,1,2,6,1,4,3,8.30,1081,25.00,1.30,0.00,0.00,26.30,2
392,2016,1,2,6,1,4,3,8.90,1114,26.00,1.30,0.00,3.00,30.30,1
393,2016,1,2,6,1,4,3,9.19,993,26.50,1.30,5.54,6.67,40.01,1
394,2016,1,2,6,1,4,2,18.02,1654,52.00,0.80,5.54,11.67,70.01,1
395,2016,1,2,6,1,4,2,18.35,1765,52.00,0.80,0.00,0.00,52.80,2
396,2016,1,2,6,1,4,2,17.00,1573,52.00,0.80,0.00,10.55,63.35,1
397,2016,1,2,6,1,4,3,10.71,1590,33.50,1.30,5.54,0.00,40.34,2
398,2016,1,2,6,1,4,2,16.84,1233,52.00,0.80,5.54,11.67,70.01,1
399,2016,1,2,6,1,4,2,15.99,1371,52.00,0.80,0.00,10.56,63.36,1
400,2016,1,2,6,1,2,1,16.47,1430,44.50,1.30,0.00,9.16,54.96,1
401,2016,1,2,6,1,4,2,16.61,1550,52.00,0.80,0.00,0.00,52.80,2
402,2016,1,2,6,1,2,2,2.00,413,8.50,1.30,0.00,0.00,9.80,2
403,2016,1,2,6,1,2,6,14.30,1197,39.00,1.30,0.00,0.00,40.30,2
404,2016,1,2,6,1,4,2,18.40,1596,52.00,0.80,5.54,6.00,64.34,1
405,2016,1,2,6,1,2,4,18.50,1731,52.00,0.80,5.54,0.00,58.34,2
406,2016,1,2,6,1,2,4,18.93,1566,52.00,0.80,5.54,14.58,72.92,1
407,2016,1,2,6,1,4,2,21.20,1848,52.00,0.80,0.00,0.00,52.80,2
408,2016,1,2,6,1,4,2,18.38,1904,52.00,0.80,0.00,10.56,63.36,1
409,2016,1,2,6,1,2,1,13.16,1880,38.50,0.80,0.00,0.00,39.30,2
410,2016,1,2,6,1,2,1,13.36,1245,37.00,0.80,0.00,0.00,37.80,2
411,2016,1,2,6,1,4,2,17.76,1487,52.00,0.80,5.54,6.00,64.34,1
412,2016,1,2,6,1,4,3,8.50,690,23.50,0.80,5.54,0.00,29.84,2
413,2016,1,2,6,1,2,4,22.40,1824,52.00,0.80,5.54,0.00,58.34,2
414,2016,1,2,6,1,2,2,0.06,19,52.00,0.80,5.54,5.00,63.34,1
415,2016,1,2,6,1,2,4,19.50,1889,52.00,0.80,0.00,10.55,63.35,1
416,2016,1,2,6,1,4,3,8.80,1285,26.50,0.80,0.00,5.45,32.75,1
417,2016,1,2,6,1,2,4,16.30,1512,52.00,0.80,5.54,6.00,64.34,1
418,2016,1,2,6,1,2,1,13.10,2043,39.00,0.80,0.00,7.95,47.75,1
419,2016,1,2,6,1,4,2,17.70,1773,52.00,0.80,5.54,5.00,63.34,1
420,2016,1,2,6,1,4,3,10.50,1328,30.50,0.80,5.54,0.00,36.84,2
421,2016,1,2,6,1,4,3,0.00,1544,15.00,0.80,5.54,4.27,25.61,1
422,2016,1,2,6,1,2,4,17.80,1618,52.00,0.80,5.54,8.00,66.34,1
423,2016,1,2,6,1,4,2,18.74,1925,52.00,0.80,0.00,10.56,63.36,1
424,2016,1,2,6,1,2,2,0.42,92,52.00,0.80,5.54,11.67,70.01,1
425,2016,1,2,6,1,2,1,16.20,1889,52.00,0.80,0.00,13.20,66.00,1
426,2016,1,2,6,1,2,4,17.36,1542,52.00,0.80,5.54,11.67,70.01,1
427,2016,1,2,6,1,4,2,17.07,1586,52.00,0.80,5.54,0.00,58.34,2
428,2016,1,2,6,1,2,1,21.46,1859,58.00,0.80,0.00,4.00,62.80,1
429,2016,1,2,6,1,2,6,5.97,786,18.50,0.80,0.00,0.00,19.30,2
430,2016,1,2,6,1,4,2,17.70,1608,52.00,0.80,5.54,11.65,69.99,1
431,2016,1,2,6,1,2,6,14.44,1326,40.00,0.80,0.00,8.16,48.96,1
432,2016,1,2,6,1,2,1,9.50,1127,27.50,0.80,0.00,5.65,33.95,1
433,2016,1,2,6,1,2,4,16.60,1421,52.00,0.80,5.54,14.55,72.89,1
434,2016,1,2,6,1,4,3,10.20,853,28.00,0.80,5.54,6.85,41.19,1
435,2016,1,2,6,1,4,2,20.50,1864,52.00,0.80,5.54,0.00,58.34,2
436,2016,1,2,6,2,4,2,17.21,1357,52.00,0.80,5.54,0.00,58.34,2
437,2016,1,2,6,2,2,4,16.50,1392,52.00,0.80,5.54,0.00,58.34,2
438,2016,1,2,6,2,2,6,10.20,1352,30.00,0.80,0.00,6.15,36.95,1
439,2016,1,2,6,2,3,4,13.94,1504,39.50,0.80,5.54,0.00,45.84,2
440,2016,1,2,6,2,2,4,18.62,1832,52.00,0.80,5.54,11.67,70.01,1
441,2016,1,2,6,2,2,4,17.74,1499,52.00,0.80,5.54,14.58,72.92,1
442,2016,1,2,6,2,3,1,6.37,727,19.00,0.80,0.00,0.00,19.80,2
443,2016,1,2,6,2,2,4,18.00,1765,52.00,0.80,5.54,2.00,60.34,1
444,2016,1,2,6,2,4,2,17.48,1539,52.00,0.80,5.54,6.66,65.00,1
445,2016,1,2,6,2,4,3,11.80,1525,35.00,0.80,5.54,0.00,41.34,2
446,2016,1,2,6,2,3,1,11.72,1160,33.00,0.80,0.00,0.00,33.80,2
447,2016,1,2,6,2,2,6,7.70,814,22.50,0.80,0.00,2.00,25.30,1
448,2016,1,2,6,2,4,3,11.30,984,31.50,0.80,5.54,0.00,37.84,2
449,2016,1,2,6,2,4,3,10.60,1313,31.50,0.80,5.54,37.84,75.68,1
450,2016,1,2,6,2,4,3,8.07,891,24.00,0.80,5.54,6.07,36.41,1
451,2016,1,2,6,2,4,3,9.65,1360,29.00,0.80,0.00,0.00,29.80,2
452,2016,1,2,6,2,3,0,11.22,957,31.00,0.80,5.54,0.00,37.34,2
453,2016,1,2,6,2,3,6,8.81,760,25.00,0.80,0.00,6.45,32.25,1
454,2016,1,2,6,2,3,4,9.84,989,28.00,0.80,5.54,0.00,34.34,2
455,2016,1,2,6,2,2,4,18.98,1707,52.00,0.80,5.54,11.67,70.01,1
456,2016,1,2,6,2,4,3,9.49,1084,27.50,0.80,5.54,8.46,42.30,1
457,2016,1,2,6,2,3,4,10.20,1476,31.00,0.80,5.54,5.00,42.34,1
458,2016,1,2,6,2,4,2,18.10,2002,52.00,0.80,5.54,0.00,58.34,2
459,2016,1,2,6,2,3,1,9.50,1270,29.00,0.80,0.00,8.94,38.74,1
460,2016,1,2,6,2,3,4,10.10,1248,31.00,0.80,5.54,5.00,42.34,1
461,2016,1,2,6,2,4,3,11.00,1274,31.50,0.80,5.54,7.55,45.39,1
462,2016,1,2,6,2,3,4,8.43,2427,32.50,0.80,0.00,0.00,33.30,2
463,2016,1,2,6,2,4,3,9.80,1259,29.00,0.80,5.54,7.06,42.40,1
464,2016,1,2,6,2,2,4,20.24,2013,52.00,0.80,5.54,11.67,70.01,1
465,2016,1,2,6,2,4,2,20.69,2140,52.00,0.80,5.54,11.67,70.01,1
466,2016,1,2,6,2,4,2,16.80,1642,52.00,0.80,5.54,0.00,58.34,2
467,2016,1,2,6,2,4,3,10.57,897,29.50,0.80,0.00,0.00,30.30,2
468,2016,1,2,6,2,4,3,10.20,1483,31.00,0.80,5.54,7.00,44.34,1
469,2016,1,2,6,2,3,4,7.60,1008,23.50,0.80,5.54,5.95,35.79,1
470,2016,1,2,6,2,3,1,9.46,1189,27.50,0.80,0.00,0.00,28.30,2
471,2016,1,2,6,2,2,1,16.10,1484,44.00,0.80,0.00,10.00,54.80,1
472,2016,1,2,6,2,4,2,17.41,85032,52.00,0.80,5.54,0.00,58.34,1
473,2016,1,2,6,2,2,4,17.70,1692,52.00,0.80,5.54,11.67,70.01,1
474,2016,1,2,6,2,3,0,10.30,1182,30.00,0.80,5.54,0.00,36.34,1
475,2016,1,2,6,2,4,2,17.61,1506,52.00,0.80,0.00,0.00,52.80,2
476,2016,1,2,6,2,3,4,15.25,1400,41.00,0.80,5.54,4.00,51.34,1
477,2016,1,2,6,2,2,4,18.20,2060,52.00,0.80,5.54,11.65,69.99,1
478,2016,1,2,6,2,4,2,16.70,1382,52.00,0.80,5.54,0.00,58.34,2
